category,date,time,title
News in Brief,11/6/19,2:50 PM,Ford CEO Worried He Never Bringing Back Jobs He Outsourced
News in Brief,11/6/19,12:31 PM,NRA Issues ‘F’ Rating To Bugs Bunny For Tying Up Guns Into Pretzel Shape
Local,11/6/19,11:38 AM,Report: Little Help Here?
Politics,11/6/19,11:25 AM,Republicans Demand Whistleblower Reveal Their Identity In A Wide Open Field Where There’s A Clear Shot
Local,11/6/19,8:00 AM,Catholic Priest Stuck In Remote Backwater Town Thinking About Molesting Kid Just To Get Transferred
Politics,11/6/19,7:30 AM,Timeline Of U.S.–Syria Relations
Local,11/6/19,7:00 AM,"‘Ooh, Right In The Bean Bag,’ Says Wincing Surgeon Through Every Step Of Vasectomy"
News in Brief,11/5/19,3:04 PM,NYC Opens $500 Million Decoy Subway Station To Catch Turnstile Jumpers
OGN,11/5/19,2:45 PM,"Bad News, Gamers! ‘Mario & Sonic At The Olympic Games Tokyo 2020’ Will Be The Last Game"
Local,11/5/19,12:36 PM,Hardline Pastry Chef Displays American Flag With Raspberry Cream Stripe To Honor Sacrifices Bakers Make Every Day
Local,11/5/19,7:30 AM,Coworker Apparently Just Going To Stare At Lunch In Microwave For Entire 3-Minute Cook Time
OGN,11/5/19,7:00 AM,"Maintaining The Mystery: To Avoid Spoiling ‘Death Stranding,’ Kojima Productions Has Canceled The Game At The Last Minute"
News in Brief,11/4/19,2:48 PM,"‘America Needs To Dream Bigger,’ Declares Aaron Sorkin To Burberry Employee Who Informed Him Coat He Wanted Out Of Stock"
News in Brief,11/4/19,12:38 PM,‘The Onion’ Announces New Nationwide Literacy Program Encouraging Kids To Read ‘The Onion’ For An Hour A Day
News in Brief,11/4/19,12:33 PM,CNN Responds To Richard Spencer Comments By Apologizing For Not Getting Him To Say Those Things On The Show
Local,11/4/19,11:50 AM,Man Spends Hours Surfing Internet Rather Than Dealing With Real Pressing Issues In ‘Harvest Moon: Light Of Hope’
Local,11/4/19,11:18 AM,Report: It Going To Take A Lot More Than ‘Love Shack’ To Bring Wedding Guest Out To Dance Floor
Local,11/4/19,10:30 AM,Cocktail Menu Scanned For Drink With Fewest Unfamiliar Ingredients
Local,11/4/19,10:00 AM,Elite Preschool Boasts 95% Of Graduates Go On To Kindergarten
Sports,11/2/19,1:20 PM,Adam Eaton Spends Nationals Parade In Secure Bunker As Team’s Designated Survivor
News in Brief,11/1/19,2:59 PM,New Exhibit At Dallas Visitor’s Center Focuses On Things That Went Right During JFK’s November 1963 Visit
OGN,11/1/19,12:55 PM,Man Who Has Not Owned Console Since 2009 Thoughtfully Scans Fifth ‘Death Stranding’ Review Of Day
News in Brief,11/1/19,12:21 PM,TC Energy Says Keystone Pipeline Failed Due To Protestors Making It Lose Confidence In Itself
Politics,11/1/19,12:08 PM,MSNBC Poll Finds Support For Bernie Sanders Has Plummeted 2 Points Up
Local,11/1/19,7:00 AM,‘Someone’s In Here!’ Says Man In Restroom Asserting Own Existence For First Time In Months
Local,10/31/19,4:50 PM,Man Asks Every Trick-Or-Treater If They’re The Real Dracula Just In Case
Politics,10/31/19,4:44 PM,Poll Shows Support For Impeachment Weakest Among Uncontacted Amazonian Tribes Who Know Nothing Of Our Ways
Local,10/31/19,2:52 PM,Woman Passing Out Candy Unsure Whether To Give Some To Teen Mom Too
Politics,10/31/19,1:09 PM,"‘Hey You, Want To Be A Federal Judge?’ Says Mitch McConnell Pointing To Valet In Heritage Foundation Parking Lot"
Commentary,10/31/19,7:00 AM,It’s Long Past Time For Jack-O’-Lanterns To Decide Once And For All If They Are On The Side Of Humans Or The Side Of Demons
OGN,10/31/19,6:30 AM,‘The Witcher’ Producers Assure Gamers Netflix Series Will Include All 400 Side Quests From ‘Wild Hunt’
Sports,10/30/19,7:00 PM,"Astros Fan Announcing Game 7 After Joe Buck Scalps Press Pass For $25,000"
Politics,10/30/19,2:52 PM,"‘Oh Jesus, Now What?’ Says Exhausted Trump Turning On News To See What Bullshit Thing President Did Today"
Politics,10/30/19,12:32 PM,Vindman Says Ukraine Transcript Left Out Lengthy Sections Of Trump Bragging About Time He Was In Pizza Hut Commercial
Local,10/30/19,10:26 AM,Man Breathes Sigh Of Relief As ‘Apple Recall’ Headline Just About Poisoned Fruit Shipped To 8 States
Local,10/30/19,8:00 AM,Children’s Book Teaches Valuable Lesson About Being Circle
News in Brief,10/30/19,7:00 AM,God Recalls Time He Pulled Wings Off Angel As Child
Local,10/29/19,3:57 PM,Man Remembers Exactly Where He Was In ‘Final Fantasy X’ When He Heard About 9/11
Politics,10/29/19,1:34 PM,"Bernie Sanders Holds Secret Campaign Meeting With 15,000 Working-Class Democratic Donors"
Politics,10/29/19,12:10 PM,Congress Clears Boeing Of All Wrongdoing After Being Appointed Very Special Junior Pilots
Local,10/29/19,6:30 AM,Exterminator Composes Self In Driveway So Kids Won’t Know He Saw Cricket Die At Work Today
News in Brief,10/28/19,2:44 PM,ISIS Member Unsure Whom To Submit PTO Request To
Politics,10/28/19,1:44 PM,"‘Again, Again, Again!’ Exclaims Clapping, Grinning Trump After Sixth Time Watching Abu Bakr Al-Baghdadi Death Video"
Politics,10/28/19,12:09 PM,"Trump Mortified After World Series Crowd Starts Booing, Chanting ‘Lock Him Up’ At Melania"
OGN,10/28/19,11:32 AM,Deal Alert: You Can Save $60 By Exhibiting Some Fiscal Responsibility For Once In Your Life And Not Buying The New ‘Call Of Duty’
Local,10/28/19,8:00 AM,New Car Already Has That Old McDonald’s Smell
News in Brief,10/28/19,7:30 AM,"Greatest Genius In Cow History Killed, Eaten"
Sports,10/27/19,11:35 AM,Fair-Weather Bills Fan Not Even Banned From Stadium
Sports,10/27/19,11:30 AM,Dad Reports Old Guy Being Honored On Field Always Choked In Playoffs
Politics,10/25/19,3:39 PM,Tim Ryan’s Wife Puts On Strained Smile As Former Candidate Spends Dinner Speculating On Whose VP He’ll Be
Politics,10/25/19,2:17 PM,Sympathetic Representatives Let Lindsey Graham Into Impeachment Hearing After It Becomes Clear He Came To Disrupt It Alone
Lifestyle,10/25/19,1:03 PM,Whose Mouth Is This?
News in Brief,10/25/19,9:30 AM,California Combatting Wildfire Risk By Shutting Off Oxygen To Thousands Of Residents
Local,10/25/19,8:30 AM,"Dumbass Apple Picker Goes For Overripe McIntosh Red When Pink Lady Cleary Best Option Given The Topography, Time Of Harvest"
Local,10/25/19,7:30 AM,Teens Frantically Cleaning Up Mess From Homicide Before Vacationing Parents Return
OGN,10/25/19,7:00 AM,Making Amends: Blizzard Added A Drawing Of Xi Jinping Getting Pinched On The Ass By A Crab To All Spawn Rooms On Overwatch’s Lijiang Tower Map
News in Brief,10/25/19,6:30 AM,Internet Cat Has Girth That One Might Say Is Unusual Among His Species
Sports,10/24/19,4:23 PM,Researchers Discover Referees Evolved Stripes To Warn Predators Against Pass Interference
Politics,10/24/19,12:37 PM,"Republicans Storm National Statuary Hall, Demand To Be Allowed Into Elijah Cummings’ Casket"
Sports,10/24/19,12:28 PM,A.J. Hinch Warns Astros If They Lose World Series All The Hurricanes Will Come Back
